Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
necrótica	4	12.05	necrótica	Adjectif
nm	4	12.05	nm	Nom
metastásicas	4	12.05	metastásicas	Adjectif
enfermedad malignas	4	12.05	enfermedades malignas	Nom Adjectif
hermano heterosexual	4	12.05	hermanos heterosexuales	Nom Adjectif
célula cercano	4	12.05	células cercanas	Nom Adjectif
proteína anómalo	4	12.05	proteína anómala___proteínas anómalas	Nom Adjectif
evolución del genoma	4	12.05	evolución del genoma	Nom Préposition Nom
maquinaria letal	4	12.05	maquinaria letal	Nom Adjectif
producción de penicilina	4	12.05	producción de penicilina	Nom Préposition Nom
colín-fosfato	4	12.05	colín-fosfato	Nom
poliquística	4	12.05	poliquística	Adjectif
efecto represores	4	12.05	efectos represores	Nom Adjectif
estructura cromosómica	4	12.05	estructura cromosómica	Nom Adjectif
parte del gen	4	12.05	parte del gen	Nom Préposition Nom
ristras	4	12.05	ristras	Adjectif
genes opa	4	12.05	genes opa	Nom Nom
átomo de oxígeno	4	12.05	átomo de oxígeno	Nom Préposition Nom
ensamblarse	4	12.05	ensamblarse	Verbe
antígeno carcinoembrionario	4	12.05	antígeno carcinoembrionario	Nom Adjectif
agente antisentido	4	12.05	agente antisentido___agentes antisentido	Nom Adjectif
estreñimiento	4	12.05	estreñimiento	Nom
kanamicina	4	12.05	kanamicina	Nom
curso clínico	4	12.05	curso clínico	Nom Adjectif
aparición temprano	4	12.05	aparición temprana	Nom Adjectif
proteína supresoras	4	12.05	proteínas supresoras	Nom Adjectif
continuidad genético	4	12.05	continuidad genética	Nom Adjectif
cruzamiento prueba	4	12.05	cruzamiento prueba	Nom Nom
dotación haploides	4	12.05	dotaciones haploides	Nom Nom
fibra del huso	4	12.05	fibras del huso	Nom Préposition Nom
biblioteca de genes	4	12.05	biblioteca de genes___bibliotecas de genes	Nom Préposition Nom
familiar negativo	4	12.05	familiar negativo	Nom Adjectif
citosinas	4	12.05	citosinas	Nom
cadn	4	12.05	cadn	Nom
gen funcional	4	12.05	gen funcional	Nom Adjectif
rítmica	4	12.05	rítmica	Adjectif
mancha café-au-lait	4	12.05	manchas café-au-lait	Nom Nom
espermatocitos	4	12.05	espermatocitos	Nom
planta alto y enano	4	12.05	plantas altas y enanas	Nom Adjectif Coord_Conjunction Adjectif
micrometros	4	12.05	micrometros	Nom
islotes pancreáticos	4	12.05	islotes pancreáticos	Nom Adjectif
prueba de rango logarítmicos	4	12.05	prueba de rangos logarítmicos___pruebas de rangos logarítmicos	Nom Préposition Nom Adjectif
factor alto	4	12.05	factor alto___factores alto	Nom Adjectif
cadena del dna	4	12.05	cadena del dna___cadenas del dna	Nom Préposition Nom
esquematiza	4	12.05	esquematiza	Verbe
nuestros experimento	4	12.05	nuestros experimentos	Nom Nom
biohíbridos	4	12.05	biohíbridos	Adjectif
proporción de riesgo	4	12.05	proporción de riesgos	Nom Préposition Nom
sativum	4	12.05	sativum	Nom
prueba inicial	4	12.05	prueba inicial___pruebas iniciales	Nom Adjectif
par de cromosoma homólogo	4	12.05	par de cromosomas homólogos___pares de cromosomas homólogos	Nom Préposition Nom Adjectif
log	4	12.05	log	Nom
meióticas	4	12.05	meióticas	Nom
riesgo de progresión	4	12.05	riesgo de progresión	Nom Préposition Nom
principio genético	4	12.05	principio genético___principios genéticos	Nom Adjectif
investigación biológico	4	12.05	investigación biológica	Nom Adjectif
fuente de nitrógeno	4	12.05	fuente de nitrógeno___fuentes de nitrógeno	Nom Préposition Nom
actividad biológico	4	12.05	actividad biológica___actividades biológicas	Nom Adjectif
innatos	4	12.05	innatos	Adjectif
condición aeróbicas	4	12.05	condiciones aeróbicas	Nom Adjectif
mendeliano	4	12.05	mendeliano	Adjectif
nivel de proteína	4	12.05	niveles de proteína___niveles de proteínas	Nom Préposition Nom
leucina	4	12.05	leucina	Adjectif
cromosoma distinto	4	12.05	cromosoma distinto___cromosomas distintos	Nom Adjectif
aberración cromosómicas	4	12.05	aberraciones cromosómicas	Nom Nom
tetraploides	4	12.05	tetraploides	Nom
tejido adyacente	4	12.05	tejido adyacente___tejidos adyacentes	Nom Adjectif
desplazamiento antigénico	4	12.05	desplazamiento antigénico	Nom Adjectif
quimeras	4	12.05	quimeras	Adverbe
nucleasas	4	12.05	nucleasas	Adjectif
grupo de sujeto	4	12.05	grupo de sujetos___grupos de sujetos	Nom Préposition Nom
tiempo de duplicación	4	12.05	tiempo de duplicación	Nom Préposition Nom
instrucción genético	4	12.05	instrucciones genéticas	Nom Adjectif
agitación mecánico	4	12.05	agitación mecánica	Nom Adjectif
cancer	4	12.05	cancer	Nom
criterio diagnóstico	4	12.05	criterios diagnósticos	Nom Nom
arn	4	12.05	arn	Adverbe
sistema vivientes	4	12.05	sistemas vivientes	Nom Nom
transferencia de oxigeno	4	12.05	transferencia de oxigeno	Nom Préposition Nom
loci genético	4	12.05	loci genéticos	Nom Adjectif
concentración residual	4	12.05	concentración residual	Nom Adjectif
diploidía	4	12.05	diploidía	Nom
tecnólogo	4	12.05	tecnólogo	Nom
concentración de sustrato	4	12.05	concentración de sustrato	Nom Préposition Nom
nutriente esencial	4	12.05	nutriente esencial___nutrientes esenciales	Nom Adjectif
fase exponencial	4	12.05	fase exponencial	Nom Adjectif
población en equilibrio	4	12.05	población en equilibrio	Nom Préposition Nom
loci autosómicos	4	12.05	loci autosómicos	Nom Adjectif
neurona fetales	4	12.05	neuronas fetales	Nom Adjectif
gen supresor	4	12.05	gen supresor	Nom Nom
molécula idéntico	4	12.05	moléculas idénticas	Nom Adjectif
secuencia diferente	4	12.05	secuencias diferentes	Nom Adjectif
número haploide	4	12.05	número haploide	Nom Nom
esteroide	4	12.05	esteroide	Nom
causase	4	12.05	causase	Verbe
von	4	12.05	von	Verbe
nervio espinales	4	12.05	nervios espinales	Nom Adjectif
parte del cromosoma	4	12.05	parte del cromosoma___partes del cromosoma	Nom Préposition Nom
tetranucleótido	4	12.05	tetranucleótido	Nom
configuración tridimensional	4	12.05	configuración tridimensional	Nom Adjectif
cromosoma materno	4	12.05	cromosoma materno___cromosomas materno	Nom Adjectif
síntesis de molécula	4	12.05	síntesis de moléculas	Nom Préposition Nom
tejido epitelial	4	12.05	tejido epitelial	Nom Adjectif
célula distinto	4	12.05	células distintas	Nom Adjectif
árbol familiar	4	12.05	árbol familiar___árboles familiares	Nom Adjectif
mapa genético y físico	4	12.05	mapas genéticos y físicos	Nom Adjectif Coord_Conjunction Adjectif
restenosis	4	12.05	restenosis	Nom
hipotalámicos	4	12.05	hipotalámicos	Adjectif
reordenaciones cromosómicas	4	12.05	reordenaciones cromosómicas	Nom Nom
construcción de mapa genético	4	12.05	construcción de mapas genéticos	Nom Préposition Nom Adjectif
alelos recesivos	4	12.05	alelos recesivos	Nom Adjectif
genome research	4	12.05	genome research	Nom Nom
virus herpes	4	12.05	virus herpes	Nom Adjectif
horquillas de replicación	4	12.05	horquillas de replicación	Nom Préposition Nom
heredarse	4	12.05	heredarse	Verbe
progestina	4	12.05	progestina	Nom
varianzas	4	12.05	varianzas	Nom
ictus	4	12.05	ictus	Nom
célula vecino	4	12.05	células vecinas	Nom Adjectif
densidad intermedio	4	12.05	densidad intermedia	Nom Adjectif
cápsula de polisacáridos	4	12.05	cápsula de polisacáridos	Nom Préposition Nom
iir	4	12.05	iir	Verbe
sistema de conducto	4	12.05	sistema de conductos___sistemas de conductos	Nom Préposition Nom
tumoración	4	12.05	tumoración	Nom
variación hereditaria	4	12.05	variación hereditaria	Nom Adjectif
enfermedad autosómica	4	12.05	enfermedad autosómica	Nom Adjectif
asignación aleatoria	4	12.05	asignación aleatoria	Nom Adjectif
macromoléculas	4	12.05	macromoléculas	Nom
laberinto acuático	4	12.05	laberinto acuático	Nom Adjectif
ratón experto	4	12.05	ratón experto___ratones expertos	Nom Adjectif
ruta biosintética	4	12.05	ruta biosintética	Nom Adjectif
reproducción sexual	4	12.05	reproducción sexual	Nom Adjectif
diplococcus	4	12.05	diplococcus	Nom
microcápsulas	4	12.05	microcápsulas	Nom
meristemos radiculares	4	12.05	meristemos radiculares	Nom Adjectif
progresión tumoral	4	12.05	progresión tumoral	Nom Nom
gen concreto	4	12.05	gen concreto	Nom Adjectif
frecuencia alélica	4	12.05	frecuencia alélica	Nom Nom
estudio molecular	4	12.05	estudios moleculares	Nom Adjectif
frecuencia alélicas	4	12.05	frecuencias alélicas	Nom Adjectif
experimento de meselson-stahl	4	12.05	experimento de meselson-stahl___experimentos de meselson-stahl	Nom Préposition Nom
homozigótico	4	12.05	homozigótico	Nom
hexosaminidasa	4	12.05	hexosaminidasa	Adjectif
mis colaborador	4	12.05	mis colaboradores	Nom Nom
cromosoma entero	4	12.05	cromosoma entero___cromosomas enteros	Nom Adjectif
mutadas	4	12.05	mutadas	Nom
proceso de división	4	12.05	proceso de división___procesos de división	Nom Préposition Nom
tipo de enzimas	4	12.05	tipo de enzimas___tipos de enzimas	Nom Préposition Nom
transferasa	4	12.05	transferasa	Adjectif
genes recesivos	4	12.05	genes recesivos	Nom Adjectif
maquinaria transcripcional	4	12.05	maquinaria transcripcional	Nom Adjectif
ige	4	12.05	ige	Verbe
heterodúplex	4	12.05	heterodúplex	Nom
patogénicos	4	12.05	patogénicos	Nom
secretadas	4	12.05	secretadas	Adjectif
paseo cromosómico	4	12.05	paseo cromosómico	Nom Adjectif
transferasa	4	12.05	transferasa	Nom
heterozigoto	4	12.05	heterozigoto	Nom
proteína unicelular	4	12.05	proteína unicelular	Nom Adjectif
clon genómico	4	12.05	clon genómico	Nom Adjectif
excreta	4	12.05	excreta	Verbe
apareamientos	4	12.05	apareamientos	Adjectif
clones de genes humano	4	12.05	clones de genes humanos	Nom Préposition Nom Adjectif
lipídico	4	12.05	lipídico	Adjectif
hipermutación somático	4	12.05	hipermutación somática	Nom Adjectif
lisozima	4	12.05	lisozima	Nom
fuente de dna	4	12.05	fuente de dna	Nom Préposition Nom
virus del herpes simple	4	12.05	virus del herpes simple	Nom Préposition Nom Adjectif
amniocentesis	4	12.05	amniocentesis	Nom
molécula diferente	4	12.05	molécula diferente___moléculas diferentes	Nom Adjectif
dna clonado	4	12.05	dna clonado	Nom Nom
hibridar	4	12.05	hibridar	Verbe
mutacionales	4	12.05	mutacionales	Nom
inhibitoria	4	12.05	inhibitoria	Adjectif
cepa de ratón	4	12.05	cepa de ratón___cepa de ratones___cepas de ratones	Nom Préposition Nom
anticuerpo de ratón	4	12.05	anticuerpos de ratón	Nom Préposition Nom
marcador de superficie	4	12.05	marcadores de superficie	Nom Préposition Nom
translocaciones cromosómicas	4	12.05	translocaciones cromosómicas	Nom Nom
gen del factor	4	12.05	gen del factor	Nom Préposition Nom
síntesis químico	4	12.05	síntesis química	Nom Adjectif
hemolisina	4	12.05	hemolisina	Nom
eritrocito	4	12.05	eritrocito	Nom
respuesta primario	4	12.05	respuesta primaria___respuestas primaria___respuestas primarias	Nom Adjectif
índice de mutación	4	12.05	índice de mutación___índices de mutación___índice de mutaciones	Nom Préposition Nom
formación de anticuerpo	4	12.05	formación de anticuerpo___formación de anticuerpos	Nom Préposition Nom
célula formadoras	4	12.05	células formadoras	Nom Adjectif
polisacárido	4	12.05	polisacárido	Nom
látex	4	12.05	látex	Nom
apareamientos	4	12.05	apareamientos	Nom
valencias	4	12.05	valencias	Nom
captarse	4	12.05	captarse	Verbe
albúmina	4	12.05	albúmina	Verbe
clase de inmunoglobulina	4	12.05	clases de inmunoglobulina	Nom Préposition Nom
séricos	4	12.05	séricos	Adjectif
banda superior	4	12.05	banda superior	Nom Adjectif
antebrazo	4	12.05	antebrazo	Nom
enfermedad autoinmunes	4	12.05	enfermedades autoinmunes	Nom Adjectif
oligonucleótido antisentido	4	12.05	oligonucleótido antisentido	Nom Adjectif
mendelianas	4	12.05	mendelianas	Adjectif
genoteca	4	12.05	genoteca	Nom
cis	4	12.05	cis	Nom
activador	4	12.05	activador	Adjectif
secuencia intrónicas	4	12.05	secuencias intrónicas	Nom Adjectif
receptor del linfocito	4	12.05	receptor del linfocito	Nom Préposition Nom
forma aleatoria	4	12.05	forma aleatoria	Nom Adjectif
selección positivo	4	12.05	selección positiva	Nom Adjectif
anticuerpo receptor	4	12.05	anticuerpo receptor___anticuerpos receptores	Nom Adjectif
plásmido circular	4	12.05	plásmido circular	Nom Adjectif
secuencia adyacente	4	12.05	secuencia adyacente___secuencias adyacentes	Nom Adjectif
amilasa	4	12.05	amilasa	Nom
molécula de ácido nucleico	4	12.05	molécula de ácido nucleico___moléculas de ácido nucleico	Nom Préposition Nom Adjectif
viviente	4	12.05	viviente	Nom
tipo de cromosoma	4	12.05	tipos de cromosomas	Nom Préposition Nom
genes contiguo	4	12.05	genes contiguos	Nom Adjectif
correlatos	4	12.05	correlatos	Nom
translocación robertsoniana	4	12.05	translocación robertsoniana	Nom Adjectif
dna eucariótico	4	12.05	dna eucariótico	Nom Adjectif
aneuploide	4	12.05	aneuploide	Nom
poliploidía	4	12.05	poliploidía	Nom
nor	4	12.05	nor	Adjectif
isocromosoma	4	12.05	isocromosoma	Nom
alteración cromosómicas	4	12.05	alteraciones cromosómicas	Nom Nom
hidrofóbico	4	12.05	hidrofóbico	Adjectif
existencia de mutación	4	12.05	existencia de mutaciones	Nom Préposition Nom
cadena de azúcar	4	12.05	cadena de azúcar___cadenas de azúcar___cadena de azúcares___cadenas de azúcares	Nom Préposition Nom
microscopio óptico	4	12.05	microscopio óptico	Nom Adjectif
color mutante	4	12.05	color mutante	Nom Nom
enfermedad recesivas	4	12.05	enfermedades recesivas	Nom Adjectif
aminoácido fenilalanina	4	12.05	aminoácido fenilalanina	Nom Adjectif
transplanta	4	12.05	transplanta	Verbe
velocidad de sedimentación	4	12.05	velocidad de sedimentación	Nom Préposition Nom
hoja beta	4	12.05	hoja beta	Nom Nom
región del genoma	4	12.05	regiones del genoma	Nom Préposition Nom
coeficiente de sedimentación	4	12.05	coeficiente de sedimentación___coeficientes de sedimentación	Nom Préposition Nom
disco de ojo	4	12.05	disco de ojo___discos de ojo	Nom Préposition Nom
cambio cromosómicos	4	12.05	cambios cromosómicos	Nom Adjectif
célula capaz	4	12.05	célula capaz___células capaces	Nom Adjectif
célula cardíacas	4	12.05	células cardíacas	Nom Adjectif
atlético	4	12.05	atlético___atléticos	Adjectif
autorreactivos	4	12.05	autorreactivos	Adjectif
infértiles	4	12.05	infértiles	Adjectif
glomerulonefritis	4	12.05	glomerulonefritis	Nom
entrenamiento de resistencia	4	12.05	entrenamiento de resistencia	Nom Préposition Nom
experimento de transferencia	4	12.05	experimento de transferencia___experimentos de transferencia	Nom Préposition Nom
anticuerpo anti-xxx	4	12.05	anticuerpos anti-xxx	Nom Nom
nervio motor	4	12.05	nervio motor___nervios motores	Nom Nom
debilidad muscular	4	12.05	debilidad muscular	Nom Adjectif
actina	4	12.05	actina	Adjectif
anaeróbico	4	12.05	anaeróbico	Adjectif
isoforma lento	4	12.05	isoforma lenta	Nom Adjectif
miosina iix	4	12.05	miosina iix	Nom Nom
fibra iia	4	12.05	fibras iia	Nom Nom
lípidos	4	12.05	lípidos	Adjectif
paleontología	4	12.05	paleontología	Nom
globo ocular	4	12.05	globo ocular___globos oculares	Nom Adjectif
tipo iia	4	12.05	tipo iia___tipos iia	Nom Nom
característica funcional	4	12.05	características funcionales	Nom Adjectif
sarcómeros	4	12.05	sarcómeros	Nom
secuencia de reconocimiento	4	12.05	secuencia de reconocimiento___secuencias de reconocimiento	Nom Préposition Nom
modelo molecular	4	12.05	modelo molecular___modelos moleculares	Nom Adjectif
filamentosas	4	12.05	filamentosas	Adjectif
valencia	4	12.05	valencia	Nom
biotina	4	12.05	biotina	Nom
extremo adherente	4	12.05	extremo adherente___extremos adherentes	Nom Adjectif
punto de restricción	4	12.05	puntos de restricción	Nom Préposition Nom
forma complejo	4	12.05	forma complejo___forma compleja	Nom Adjectif
cantidad de antígeno	4	12.05	cantidad de antígeno___cantidades de antígeno	Nom Préposition Nom
clonación por expresión	4	12.05	clonación por expresión	Nom Préposition Nom
célula del paciente	4	12.05	células del paciente	Nom Préposition Nom
subserie	4	12.05	subserie	Nom
inmunológico innato	4	12.05	inmunológico innato	Nom Adjectif
inactivado	4	12.05	inactivado	Adjectif
producto de genes	4	12.05	producto de genes___productos de genes	Nom Préposition Nom
inmunológico humoral	4	12.05	inmunológico humoral	Nom Adjectif
estrategia de terapia génica	4	12.05	estrategia de terapia génica___estrategias de terapia génica	Nom Préposition Nom Adjectif
aspergillus	4	12.05	aspergillus	Nom
mejora animal	4	12.05	mejora animal	Nom Nom
solubilidad	4	12.05	solubilidad	Nom
masa tumoral	4	12.05	masa tumoral	Nom Nom
biblioteca genómicas	4	12.05	bibliotecas genómicas	Nom Adjectif
peroxidasa	4	12.05	peroxidasa	Nom
localización subcromosómica	4	12.05	localización subcromosómica	Nom Adjectif
cdna completo	4	12.05	cdna completo___cdna completos	Nom Adjectif
especie de mamífero	4	12.05	especies de mamíferos	Nom Préposition Nom
familia génicas	4	12.05	familias génicas	Nom Nom
neurona motoras	4	12.05	neuronas motoras	Nom Nom
umm	4	12.05	umm	Nom
formación de célula	4	12.05	formación de células	Nom Préposition Nom
inmunidad humoral	4	12.05	inmunidad humoral	Nom Adjectif
búsqueda de genes	4	12.05	búsqueda de genes	Nom Préposition Nom
fragmento grande	4	12.05	fragmento grande___fragmentos grandes___fragmentos mayores	Nom Adjectif
lisar	4	12.05	lisar	Verbe
endotelio	4	12.05	endotelio	Nom
cóntigos	4	12.05	cóntigos	Nom
fusión de célula	4	12.05	fusión de células	Nom Préposition Nom
tejido muscular	4	12.05	tejido muscular	Nom Adjectif
célula inflamatorias	4	12.05	células inflamatorias	Nom Adjectif
nuestra estrategia	4	12.05	nuestra estrategia	Nom Nom
adn humano	4	12.05	adn humano	Nom Adjectif
año de evolución	4	12.05	años de evolución	Nom Préposition Nom
etcétera	4	12.05	etcétera	Nom
filogenético	4	12.05	filogenético	Adjectif
alotipos	4	12.05	alotipos	Nom
cadena lateral	4	12.05	cadena lateral___cadenas laterales	Nom Adjectif
factor reumatoideos	4	12.05	factores reumatoideos	Nom Adjectif
enlace covalentes	4	12.05	enlaces covalentes	Nom Nom
región determinante	4	12.05	región determinante___regiones determinantes	Nom Nom
aminoácido adyacente	4	12.05	aminoácidos adyacentes	Nom Adjectif
antisueros	4	12.05	antisueros	Nom
disulfuro intercatenarios	4	12.05	disulfuro intercatenarios	Nom Adjectif
cribado de biblioteca	4	12.05	cribado de bibliotecas	Nom Préposition Nom
célula pequeño	4	12.05	célula pequeña___células pequeñas	Nom Adjectif
isotipos	4	12.05	isotipos	Nom
gránulos citoplasmáticos	4	12.05	gránulos citoplasmáticos	Nom Adjectif
